Time,b,c,d,Direction,f,PM1.0,PM2.5,PM10.0,0.3μm,0.5μm,1.0μm,2.5μm,5.0μm,10.0μm,p
2020-12-13T17:18:25.477468, 52.54255, 13.37354, none, n, 0.063862142293025, 10, 12, 13, 3434, 892, 62, 2, 2, 1, 1919 
2020-12-13T17:18:26.491402, 52.5425866667, 13.37365, none, n, 0.063862142293025, 10, 12, 13, 3434, 892, 62, 2, 2, 1, 1919 
2020-12-13T17:18:27.502732, 52.5425816667, 13.3736283333, none, n, 0.063862142293025, 10, 11, 13, 3186, 862, 58, 2, 2, 1, 1919 
2020-12-13T17:18:28.511403, 52.5427233333, 13.373705, none, n, 0.063862142293025, 10, 11, 13, 3186, 862, 58, 2, 2, 1, 1919 
2020-12-13T17:18:29.520760, 52.54273, 13.373535, none, n, 0.063862142293025, 10, 12, 13, 3162, 864, 64, 2, 2, 1, 1919 
2020-12-13T17:18:30.530888, 52.542735, 13.373495, none, n, 0.063862142293025, 10, 12, 13, 3162, 864, 64, 2, 2, 1, 1919 
2020-12-13T17:18:31.541026, 52.542635, 13.37348, none, n, 0.063862142293025, 9, 11, 12, 3078, 838, 59, 2, 2, 1, 1919 
2020-12-13T17:18:32.552114, 52.5425683333, 13.373375, none, n, 0.063862142293025, 9, 11, 12, 3078, 838, 59, 2, 2, 1, 1919 
2020-12-13T17:18:33.573427, 52.5425716667, 13.37329, none, w, 0.0024396106082029, 8, 10, 10, 2824, 796, 46, 1, 1, 0, 1919 
2020-12-13T17:18:34.589847, 52.5425583333, 13.3732016667, none, w, 0.0024396106082029, 8, 10, 10, 2824, 796, 46, 1, 1, 0, 1919 
2020-12-13T17:18:35.602564, 52.54262, 13.3732483333, none, w, 0.0024396106082029, 7, 8, 9, 2412, 620, 45, 1, 1, 0, 1919 
2020-12-13T17:18:36.622471, 52.542605, 13.3732, none, w, 0.0024396106082029, 7, 8, 9, 2412, 620, 45, 1, 1, 0, 1919 
2020-12-13T17:18:37.635824, 52.5425466667, 13.3730483333, none, w, 0.0024396106082029, 6, 8, 8, 2358, 602, 43, 1, 1, 0, 1919 
2020-12-13T17:18:39.655178, 52.5427666667, 13.372865, none, w, 0.0024396106082029, 6, 8, 8, 2358, 602, 43, 1, 1, 0, 1919 
2020-12-13T17:18:40.671765, 52.5429733333, 13.3728816667, none, w, 0.0024396106082029, 5, 6, 6, 1916, 548, 26, 0, 0, 0, 1919 
2020-12-13T17:18:41.705116, 52.543055, 13.3730166667, none, sw, 0.008119151568158, 5, 6, 6, 1916, 548, 26, 0, 0, 0, 1919 
2020-12-13T17:18:42.721521, 52.5431683333, 13.3729666667, none, sw, 0.008119151568158, 4, 5, 5, 1814, 516, 26, 1, 0, 0, 1919 
2020-12-13T17:18:43.725818, 52.5433233333, 13.3729616667, none, sw, 0.008119151568158, 4, 5, 5, 1814, 516, 26, 1, 0, 0, 1919 
2020-12-13T17:18:44.733801, 52.5433433333, 13.3729083333, none, sw, 0.008119151568158, 4, 5, 5, 1820, 514, 22, 1, 0, 0, 1919 
2020-12-13T17:18:45.742492, 52.5431966667, 13.3728116667, none, sw, 0.008119151568158, 4, 5, 5, 1820, 514, 22, 1, 0, 0, 1919 
2020-12-13T17:18:46.762221, 52.5425233333, 13.372315, none, sw, 0.008119151568158, 4, 5, 6, 1656, 370, 30, 2, 1, 0, 1919 
2020-12-13T17:18:47.786793, 52.5425216667, 13.372245, none, sw, 0.008119151568158, 4, 5, 6, 1656, 370, 30, 2, 1, 0, 1919 
2020-12-13T17:18:48.804105, 52.5425516667, 13.3721166667, none, sw, 0.008119151568158, 4, 5, 6, 1832, 380, 34, 2, 1, 0, 1919 
2020-12-13T17:18:49.836022, 52.5425483333, 13.3720533333, none, nw, 0.012303989544208, 4, 5, 6, 1832, 380, 34, 2, 1, 0, 1919 
2020-12-13T17:18:50.854748, 52.5425483333, 13.3720066667, none, nw, 0.012303989544208, 5, 7, 8, 2074, 544, 42, 3, 1, 0, 1919 
2020-12-13T17:18:51.871911, 52.54255, 13.3719666667, none, nw, 0.012303989544208, 10, 16, 20, 3921, 1075, 113, 14, 2, 1, 1919 
2020-12-13T17:18:52.889575, 52.5425533333, 13.3719166667, none, nw, 0.012303989544208, 12, 19, 23, 4444, 1287, 268, 14, 2, 1, 1919 
2020-12-13T17:18:53.906461, 52.5425383333, 13.371875, none, nw, 0.012303989544208, 18, 26, 31, 5750, 1615, 303, 19, 3, 2, 1919 
2020-12-13T17:18:54.925202, 52.5425183333, 13.37182, none, nw, 0.012303989544208, 18, 27, 32, 5920, 1627, 309, 19, 3, 2, 1919 
2020-12-13T17:18:55.927821, 52.5425033333, 13.37177, none, nw, 0.012303989544208, 19, 29, 33, 6180, 1793, 316, 19, 3, 2, 1919 
2020-12-13T17:18:56.948001, 52.5424966667, 13.37172, none, nw, 0.012303989544208, 20, 30, 34, 6452, 1841, 320, 18, 3, 2, 1919 
2020-12-13T17:18:57.978178, 52.54249, 13.3716766667, none, w, 0.0037550358293919, 20, 31, 36, 6488, 1859, 330, 21, 4, 2, 1919 
2020-12-13T17:18:58.995664, 52.542485, 13.371625, none, w, 0.0037550358293919, 20, 31, 35, 6446, 1849, 324, 20, 3, 2, 1919 
2020-12-13T17:19:00.011706, 52.542485, 13.3715633333, none, w, 0.0037550358293919, 21, 32, 36, 6524, 1879, 320, 20, 3, 2, 1919 
2020-12-13T17:19:01.028081, 52.5424866667, 13.371505, none, w, 0.0037550358293919, 20, 31, 35, 6422, 1851, 318, 22, 3, 2, 1919 
2020-12-13T17:19:02.045122, 52.5424833333, 13.3714516667, none, w, 0.0037550358293919, 13, 22, 23, 4611, 1336, 122, 11, 2, 1, 1919 
2020-12-13T17:19:03.061070, 52.5424816667, 13.3713966667, none, w, 0.0037550358293919, 13, 21, 22, 4396, 1310, 106, 11, 2, 1, 1919 
2020-12-13T17:19:04.081381, 52.542485, 13.371335, none, w, 0.0037550358293919, 13, 21, 22, 4396, 1310, 106, 11, 2, 1, 1919 
2020-12-13T17:19:05.107631, 52.5424733333, 13.3712783333, none, w, 0.0038573392210538, 9, 15, 16, 3338, 892, 80, 6, 1, 0, 1919 
2020-12-13T17:19:06.133032, 52.5424616667, 13.371225, none, w, 0.0038573392210538, 9, 15, 16, 3338, 892, 80, 6, 1, 0, 1919 
2020-12-13T17:19:07.157398, 52.5424566667, 13.3711666667, none, w, 0.0038573392210538, 9, 14, 14, 3198, 886, 76, 6, 1, 0, 1919 
2020-12-13T17:19:08.173728, 52.5424583333, 13.3711033333, none, w, 0.0038573392210538, 9, 14, 14, 3198, 886, 76, 6, 1, 0, 1919 
2020-12-13T17:19:09.190605, 52.54246, 13.3710366667, none, w, 0.0038573392210538, 9, 14, 14, 3198, 886, 72, 6, 1, 0, 1919 
2020-12-13T17:19:10.206839, 52.5424533333, 13.3709766667, none, w, 0.0038573392210538, 9, 15, 15, 3198, 886, 72, 6, 1, 0, 1919 
2020-12-13T17:19:11.222570, 52.5424416667, 13.3709183333, none, w, 0.0038573392210538, 9, 15, 15, 3332, 884, 68, 6, 1, 0, 1919 
2020-12-13T17:19:12.238675, 52.54243, 13.3708616667, none, w, 0.0038573392210538, 9, 15, 15, 3332, 884, 68, 6, 1, 0, 1919 
2020-12-13T17:19:13.268807, 52.5424166667, 13.3708066667, none, w, 0.0046447465659485, 10, 13, 13, 3410, 1032, 66, 3, 0, 0, 1919 
2020-12-13T17:19:14.285677, 52.5424033333, 13.370755, none, w, 0.0046447465659485, 10, 13, 13, 3410, 1032, 66, 3, 0, 0, 1919 
2020-12-13T17:19:15.301723, 52.542395, 13.3707016667, none, w, 0.0046447465659485, 10, 14, 14, 3622, 1056, 68, 3, 0, 0, 1919 
2020-12-13T17:19:16.317958, 52.5423833333, 13.3706533333, none, w, 0.0046447465659485, 10, 14, 14, 3622, 1056, 68, 3, 0, 0, 1919 
2020-12-13T17:19:17.333941, 52.54237, 13.370605, none, w, 0.0046447465659485, 10, 14, 17, 3586, 1044, 82, 10, 1, 1, 1919 
2020-12-13T17:19:18.350096, 52.5423566667, 13.3705566667, none, w, 0.0046447465659485, 10, 14, 17, 3586, 1044, 82, 10, 1, 1, 1919 
2020-12-13T17:19:19.366694, 52.5423516667, 13.37051, none, w, 0.0046447465659485, 10, 13, 17, 3452, 1040, 78, 7, 1, 1, 1919 
2020-12-13T17:19:20.382940, 52.5423566667, 13.3704616667, none, w, 0.0046447465659485, 10, 13, 17, 3452, 1040, 78, 7, 1, 1, 1919 
2020-12-13T17:19:21.412963, 52.5423683333, 13.3704083333, none, w, 0.0039240912707215, 11, 14, 18, 3646, 1054, 82, 8, 2, 1, 1919 
