Time,lat,long,d,Direction,f,PM1.0,PM2.5,PM10.0,0.3μm,0.5μm,1.0μm,2.5μm,5.0μm,10.0μm,p,1.0,2.5,10.0
2020-12-15T12:20:02.648611,52.548705000000005,13.368565, 4homepulse, sw,0.00051088232250685,14,22,26,5215,1567,324,6,6,2,1919,14,8,4
2020-12-15T12:20:03.678901,52.5487716667,13.368329999999998, 3cobbleGroove2, sw,0.00051088232250685,14,22,26,5215,1567,324,6,6,2,1919,14,8,4
2020-12-15T12:20:04.703142,52.5490266667,13.368051666700001, 3cobbleGroove2, sw,0.00051088232250685,15,23,30,5430,1595,334,11,11,2,1919,15,8,7
2020-12-15T12:20:05.719415,52.549255,13.3677116667, 3cobbleGroove2, sw,0.00051088232250685,15,23,30,5430,1595,334,11,11,2,1919,15,8,7
2020-12-15T12:20:06.749146,52.5495,13.3673833333, none, sw,0.018232904432722,16,24,31,5672,1638,324,13,11,2,1919,16,8,7
2020-12-15T12:20:07.770145,52.5496266667,13.367285, none, sw,0.018232904432722,16,24,31,5672,1638,324,13,11,2,1919,16,8,7
2020-12-15T12:20:08.781019,52.549753333299996,13.3671783333, none, sw,0.018232904432722,16,24,30,5469,1626,311,13,11,2,1919,16,8,6
2020-12-15T12:20:09.805698,52.5498266667,13.3671016667, none, sw,0.018232904432722,16,24,30,5469,1626,311,13,11,2,1919,16,8,6
2020-12-15T12:20:10.823602,52.5497183333,13.367346666700001, none, sw,0.018232904432722,16,23,29,5499,1631,286,13,11,2,1919,16,7,6
2020-12-15T12:20:11.840507,52.5499,13.3671466667, none, sw,0.018232904432722,16,23,29,5499,1631,286,13,11,2,1919,16,7,6
2020-12-15T12:20:12.866025,52.5496783333,13.3675183333, 3cobbleGroove2, sw,0.018232904432722,16,22,29,5430,1606,278,13,11,2,1919,16,6,7
2020-12-15T12:20:13.882446,52.5496233333,13.367676666700001, 3cobbleGroove2, sw,0.018232904432722,16,22,29,5430,1606,278,13,11,2,1919,16,6,7
2020-12-15T12:20:14.899530,52.5496883333,13.3676533333, 3cobbleGroove2, se,0.0039688340124035,16,22,28,5430,1601,280,13,11,2,1919,16,6,6
2020-12-15T12:20:15.917145,52.549575,13.3678766667, 3cobbleGroove2, se,0.0039688340124035,16,22,28,5430,1601,280,13,11,2,1919,16,6,6
2020-12-15T12:20:17.942253,52.5496233333,13.367995, 3cobbleGroove2, se,0.0039688340124035,16,23,28,5439,1601,285,11,9,2,1919,16,7,5
2020-12-15T12:20:18.959673,52.54940500000001,13.368391666700001, 3cobbleGroove2, se,0.0039688340124035,16,23,28,5439,1601,285,11,9,2,1919,16,7,5
2020-12-15T12:20:19.977188,52.5493166667,13.3685966667, 3cobbleGroove2, se,0.0039688340124035,17,23,27,5475,1611,287,9,7,2,1919,17,6,4
2020-12-15T12:20:20.994081,52.5494066667,13.3685433333, 3cobbleGroove2, se,0.0039688340124035,17,23,27,5475,1611,287,9,7,2,1919,17,6,4
2020-12-15T12:20:22.011754,52.5494016667,13.36863, 3cobbleGroove2, se,0.0039688340124035,17,24,28,5708,1643,294,9,7,2,1919,17,7,4
2020-12-15T12:20:23.030128,52.549385,13.3687366667, 3cobbleGroove2, e,0.011520292214948,17,24,28,5708,1643,294,9,7,2,1919,17,7,4
2020-12-15T12:20:24.047526,52.5493716667,13.368839999999999, 3cobbleGroove2, e,0.011520292214948,17,23,27,5657,1616,289,9,7,2,1919,17,6,4
2020-12-15T12:20:25.065474,52.5493,13.3690183333, 3cobbleGroove2, e,0.011520292214948,17,23,27,5657,1616,289,9,7,2,1919,17,6,4
2020-12-15T12:20:26.082577,52.54919,13.369254999999999, 3cobbleGroove2, e,0.011520292214948,16,23,23,5463,1601,281,2,0,0,1919,16,7,0
2020-12-15T12:20:27.101712,52.5493333333,13.369126666700001, 3cobbleGroove2, e,0.011520292214948,16,23,23,5463,1601,281,2,0,0,1919,16,7,0
2020-12-15T12:20:28.120867,52.54942,13.369081666700001, 3cobbleGroove2, e,0.011520292214948,16,22,22,5403,1581,276,0,0,0,1919,16,6,0
2020-12-15T12:20:29.140943,52.5495516667,13.368970000000001, 3cobbleGroove2, e,0.011520292214948,16,22,22,5403,1581,276,0,0,0,1919,16,6,0
2020-12-15T12:20:30.154469,52.5496016667,13.368975, 3cobbleGroove2, e,0.011520292214948,16,24,24,5657,1613,296,0,0,0,1919,16,8,0
2020-12-15T12:20:31.176728,52.549505,13.3691916667, 3cobbleGroove2, e,0.0047905432492107,15,24,24,5445,1588,299,2,0,0,1919,15,9,0
2020-12-15T12:20:32.192883,52.549525,13.369233333299999, 3cobbleGroove2, e,0.0047905432492107,15,23,23,5460,1600,297,2,0,0,1919,15,8,0
2020-12-15T12:20:33.211545,52.549519999999994,13.369304999999999, 3cobbleGroove2, e,0.0047905432492107,15,25,25,5475,1613,312,4,0,0,1919,15,10,0
2020-12-15T12:20:34.239037,52.5495466667,13.3693366667, 3cobbleGroove2, e,0.0047905432492107,15,25,25,5639,1630,310,4,0,0,1919,15,10,0
2020-12-15T12:20:35.291754,52.5487516667,13.3710333333, 4homepulse, e,0.0047905432492107,15,25,25,5633,1625,305,4,0,0,1919,15,10,0
2020-12-15T12:20:36.306815,52.5487433333,13.371096666700002, 4homepulse, e,0.0047905432492107,16,27,27,5684,1630,313,8,0,0,1919,16,11,0
2020-12-15T12:20:37.323534,52.548735,13.371158333299999, 4homepulse, e,0.0047905432492107,16,28,28,5899,1657,333,8,0,0,1919,16,12,0
2020-12-15T12:20:38.339341,52.5487416667,13.371215, 4homepulse, e,0.0047905432492107,16,29,29,5908,1659,346,12,0,0,1919,16,13,0
2020-12-15T12:20:39.363605,52.54875500000001,13.3712716667, 4homepulse, e,0.023358170500254998,16,30,31,5989,1802,364,16,2,0,1919,16,14,1
2020-12-15T12:20:40.384601,52.548790000000004,13.371343333299999, 4homepulse, e,0.023358170500254998,16,29,30,5902,1647,362,16,2,0,1919,16,13,1
2020-12-15T12:20:41.400536,52.548795,13.371405, 4homepulse, e,0.023358170500254998,16,31,32,6171,1818,379,16,2,0,1919,16,15,1
2020-12-15T12:20:42.418138,52.548805,13.3714633333, 4homepulse, e,0.023358170500254998,17,32,33,6216,1828,514,18,2,0,1919,17,15,1
2020-12-15T12:20:43.440548,52.548809999999996,13.371516666700002, 4homepulse, e,0.023358170500254998,17,32,33,6216,1828,514,18,2,0,1919,17,15,1
2020-12-15T12:20:44.463542,52.5488283333,13.3715616667, 4homepulse, e,0.023358170500254998,17,30,31,6201,1825,364,16,2,0,1919,17,13,1
2020-12-15T12:20:45.479970,52.5488516667,13.3716, 4homepulse, e,0.023358170500254998,17,30,31,6201,1825,364,16,2,0,1919,17,13,1
2020-12-15T12:20:46.494639,52.5488716667,13.371635000000001, 4homepulse, e,0.023358170500254998,16,28,29,6007,1798,344,18,2,0,1919,16,12,1
2020-12-15T12:20:47.511813,52.5488883333,13.371670000000002, 4homepulse, e,0.0043920965271192,16,28,29,6007,1798,344,18,2,0,1919,16,12,1
2020-12-15T12:20:48.532575,52.5489083333,13.371713333299999, 4homepulse, e,0.0043920965271192,15,31,32,6171,1806,379,25,2,0,1919,15,16,1
2020-12-15T12:20:49.549031,52.5489083333,13.3717483333, 4homepulse, e,0.0043920965271192,16,32,33,6186,1818,522,25,2,0,1919,16,16,1
2020-12-15T12:20:50.565031,52.548894999999995,13.3717766667, 4homepulse, e,0.0043920965271192,16,32,34,6195,1823,517,27,2,0,1919,16,16,2
2020-12-15T12:20:51.580872,52.548875,13.3717983333, 4homepulse, e,0.0043920965271192,17,33,34,6470,1863,517,25,2,0,1919,17,16,1
2020-12-15T12:20:52.597239,52.5488283333,13.371804999999998, 4homepulse, e,0.0043920965271192,18,35,35,6679,1900,524,25,0,0,1919,18,17,0
2020-12-15T12:20:53.623373,52.54877,13.3717966667, 4homepulse, e,0.0043920965271192,19,36,36,6781,2062,536,25,0,0,1919,19,17,0
2020-12-15T12:20:54.655395,52.548721666700004,13.371789999999999, 4homepulse, e,0.0043920965271192,19,36,36,6924,2072,529,25,0,0,1919,19,17,0
2020-12-15T12:20:55.670766,52.5486816667,13.371789999999999, 4homepulse, ne,0.0034815479835132,19,36,36,6984,2087,537,23,0,0,1919,19,17,0
2020-12-15T12:20:56.689749,52.5486466667,13.3717966667, 4homepulse, ne,0.0034815479835132,19,38,38,7020,2090,549,27,0,0,1919,19,19,0
2020-12-15T12:20:57.706021,52.5486033333,13.3718, 4homepulse, ne,0.0034815479835132,20,40,42,7432,2139,574,29,2,2,1919,20,20,2
2020-12-15T12:20:58.723724,52.54857,13.37181, 4homepulse, ne,0.0034815479835132,20,38,39,7441,2143,544,22,2,2,1919,20,18,1
2020-12-15T12:20:59.744368,52.5485283333,13.371820000000001, 4homepulse, ne,0.0034815479835132,20,37,38,7187,2111,524,20,2,2,1919,20,17,1
2020-12-15T12:21:00.767909,52.5484883333,13.3718233333, 4homepulse, ne,0.0034815479835132,20,36,38,7029,2111,516,18,2,2,1919,20,16,2
2020-12-15T12:21:01.785158,52.548444999999994,13.371813333299999, 4homepulse, ne,0.0034815479835132,20,36,38,7029,2111,516,18,2,2,1919,20,16,2
2020-12-15T12:21:02.810897,52.548406666700004,13.371804999999998, 4homepulse, ne,0.0034815479835132,20,35,37,6993,2091,513,16,2,2,1919,20,15,2
2020-12-15T12:21:03.828378,52.54838,13.371811666700001, 4homepulse, n,0.0047965483018472,20,35,37,6993,2091,513,16,2,2,1919,20,15,2
2020-12-15T12:21:04.845592,52.5483583333,13.371818333299998, 4homepulse, n,0.0047965483018472,19,34,35,6775,2051,516,12,2,2,1919,19,15,1
2020-12-15T12:21:05.862444,52.54832,13.371816666700001, 4homepulse, n,0.0047965483018472,18,33,34,6775,2051,516,12,2,2,1919,18,15,1
2020-12-15T12:21:06.879870,52.54829,13.371808333299999, 4homepulse, n,0.0047965483018472,18,31,33,6718,1899,373,12,2,2,1919,18,13,2
2020-12-15T12:21:07.897612,52.548255000000005,13.371813333299999, 4homepulse, n,0.0047965483018472,18,31,33,6718,1899,373,12,2,2,1919,18,13,2
2020-12-15T12:21:08.914688,52.5482116667,13.371820000000001, 4homepulse, n,0.0047965483018472,18,31,33,6757,1916,370,10,2,2,1919,18,13,2
2020-12-15T12:21:10.931202,52.5480616667,13.371870000000001, 4homepulse, n,0.0047965483018472,19,32,34,6757,1916,370,10,2,2,1919,19,13,2
2020-12-15T12:21:11.964300,52.548005,13.371895, none, n,0.0060110170073501,20,32,34,6915,2062,370,10,2,2,1919,20,12,2
2020-12-15T12:21:12.981420,52.5479583333,13.371896666700001, none, n,0.0060110170073501,20,32,34,6915,2062,370,10,2,2,1919,20,12,2
2020-12-15T12:21:13.999131,52.5479316667,13.371889999999999, none, n,0.0060110170073501,19,30,31,6751,2054,358,6,2,2,1919,19,11,1
2020-12-15T12:21:15.017731,52.54790500000001,13.371879999999999, none, n,0.0060110170073501,19,30,31,6751,2054,358,6,2,2,1919,19,11,1
2020-12-15T12:21:16.033104,52.547880000000006,13.3718783333, none, n,0.0060110170073501,19,28,28,6712,1914,338,2,0,0,1919,19,9,0
2020-12-15T12:21:17.048823,52.5478533333,13.371865, none, n,0.0060110170073501,19,28,28,6712,1914,338,2,0,0,1919,19,9,0
2020-12-15T12:21:18.063972,52.547830000000005,13.37185, none, n,0.0060110170073501,21,29,29,6748,1917,336,4,0,0,1919,21,8,0
2020-12-15T12:21:19.085988,52.547805000000004,13.37185, none, n,0.0032066180666629,21,29,29,6748,1917,336,4,0,0,1919,21,8,0
2020-12-15T12:21:20.101047,52.5477866667,13.371846666700002, none, n,0.0032066180666629,21,30,30,6978,2072,343,2,0,0,1919,21,9,0
2020-12-15T12:21:21.123794,52.5477633333,13.371845, none, n,0.0032066180666629,20,29,29,6978,2072,343,2,0,0,1919,20,9,0
2020-12-15T12:21:22.142239,52.54773,13.371845, none, n,0.0032066180666629,20,29,29,6999,2067,346,2,0,0,1919,20,9,0
2020-12-15T12:21:23.159050,52.547709999999995,13.371851666700001, none, n,0.0032066180666629,20,29,29,6999,2067,346,2,0,0,1919,20,9,0
2020-12-15T12:21:24.178680,52.5476683333,13.3718483333, none, n,0.0032066180666629,20,30,30,7172,2089,346,2,0,0,1919,20,10,0
2020-12-15T12:21:25.193454,52.5476283333,13.3718316667, none, n,0.0032066180666629,20,30,30,7172,2089,346,2,0,0,1919,20,10,0
2020-12-15T12:21:26.214364,52.5476166667,13.371825, none, n,0.0032066180666629,20,30,30,7187,2097,341,2,0,0,1919,20,10,0
2020-12-15T12:21:27.231310,52.547601666700004,13.37181, none, n,0.0032530026247034,20,30,30,7187,2097,341,2,0,0,1919,20,10,0
2020-12-15T12:21:28.249147,52.5475716667,13.3717966667, none, n,0.0032530026247034,21,30,32,6975,2079,331,4,2,2,1919,21,9,2
2020-12-15T12:21:29.269914,52.5475466667,13.371785000000001, none, n,0.0032530026247034,21,30,32,6975,2079,331,4,2,2,1919,21,9,2
2020-12-15T12:21:30.295349,52.54752,13.3717783333, none, n,0.0032530026247034,20,29,32,6721,1914,331,6,4,2,1919,20,9,3
2020-12-15T12:21:31.318205,52.5474766667,13.371768333299999, none, n,0.0032530026247034,20,29,32,6721,1914,331,6,4,2,1919,20,9,3
2020-12-15T12:21:32.334968,52.5474516667,13.371766666700001, none, n,0.0032530026247034,20,29,32,6736,1916,323,6,4,2,1919,20,9,3
2020-12-15T12:21:33.350958,52.547430000000006,13.3717816667, none, n,0.0032530026247034,20,29,32,6736,1916,323,6,4,2,1919,20,9,3
2020-12-15T12:21:34.367860,52.547394999999995,13.3717966667, none, n,0.0032530026247034,21,30,33,6960,2074,335,6,4,2,1919,21,9,3
2020-12-15T12:21:35.386003,52.5473683333,13.371804999999998, none, n,0.0037067961161414,20,29,32,6960,2074,335,6,4,2,1919,20,9,3
2020-12-15T12:21:36.401901,52.5473366667,13.371820000000001, none, n,0.0037067961161414,20,30,33,6990,2084,340,6,4,2,1919,20,10,3
2020-12-15T12:21:37.418530,52.5473066667,13.3718216667, none, n,0.0037067961161414,20,30,33,6990,2084,340,6,4,2,1919,20,10,3
2020-12-15T12:21:38.436075,52.5472583333,13.3718233333, none, n,0.0037067961161414,21,30,33,6939,2084,340,4,4,2,1919,21,9,3
2020-12-15T12:21:39.453082,52.547221666700004,13.37183, none, n,0.0037067961161414,21,30,33,6939,2084,340,4,4,2,1919,21,9,3
2020-12-15T12:21:40.471078,52.5471933333,13.371820000000001, none, n,0.0037067961161414,21,31,35,7014,2109,355,8,6,2,1919,21,10,4
2020-12-15T12:21:41.495271,52.547169999999994,13.3717983333, none, n,0.0037067961161414,21,33,36,7038,2116,355,15,6,2,1919,21,12,3
2020-12-15T12:21:42.511203,52.5471533333,13.3717866667, none, n,0.0037067961161414,21,34,38,6969,2097,360,22,6,2,1919,21,13,4
2020-12-15T12:21:43.528237,52.5471433333,13.3717866667, none, n,0.0035784899865275,21,35,38,7038,2124,365,22,6,2,1919,21,14,3
2020-12-15T12:21:44.545309,52.5471183333,13.371795, none, n,0.0035784899865275,22,36,38,7435,2164,380,22,4,0,1919,22,14,2
2020-12-15T12:21:45.548579,52.547088333299996,13.3717966667, none, n,0.0035784899865275,21,36,37,7537,2316,378,20,2,0,1919,21,15,1
2020-12-15T12:21:46.568973,52.547065,13.371803333299999, none, n,0.0035784899865275,21,36,37,7462,2168,378,22,2,0,1919,21,15,1
2020-12-15T12:21:47.585566,52.5470266667,13.371808333299999, none, n,0.0035784899865275,21,36,38,7283,2153,376,26,4,0,1919,21,15,2
2020-12-15T12:21:48.601401,52.547015,13.3718233333, none, n,0.0035784899865275,22,37,40,7435,2163,378,28,6,0,1919,22,15,3
2020-12-15T12:21:49.618012,52.547,13.371861666700001, none, n,0.0035784899865275,22,37,41,7450,2165,373,30,6,0,1919,22,15,4
2020-12-15T12:21:50.635010,52.546975,13.3718766667, none, n,0.0035784899865275,21,37,41,7241,2143,363,30,6,2,1919,21,16,4
2020-12-15T12:21:51.651190,52.54696,13.3718933333, none, ne,0.0030891431402956,21,37,43,7187,2134,373,32,10,4,1919,21,16,6
2020-12-15T12:21:52.667377,52.5469333333,13.371903333299999, none, ne,0.0030891431402956,21,35,41,7023,2129,361,25,10,4,1919,21,14,6
2020-12-15T12:21:53.682465,52.5469116667,13.3719166667, none, ne,0.0030891431402956,20,35,41,6969,2102,361,29,10,4,1919,20,15,6
2020-12-15T12:21:54.697774,52.5468933333,13.371929999999999, none, ne,0.0030891431402956,19,34,40,6685,2060,354,27,10,4,1919,19,15,6
2020-12-15T12:21:55.713207,52.5468733333,13.37195, none, ne,0.0030891431402956,19,34,40,6685,2060,354,27,10,4,1919,19,15,6
2020-12-15T12:21:56.737178,52.5468433333,13.371956666700001, none, ne,0.0030891431402956,19,34,40,6739,2070,359,27,10,4,1919,19,15,6
2020-12-15T12:21:57.758103,52.54683000000001,13.3719733333, none, ne,0.0030891431402956,19,34,40,6739,2070,359,27,10,4,1919,19,15,6
2020-12-15T12:21:58.769325,52.546798333299996,13.3719816667, none, ne,0.0030891431402956,20,34,40,6942,2085,359,25,10,4,1919,20,14,6
2020-12-15T12:21:59.784577,52.5467783333,13.371993333299999, none, ne,0.0030431622116164,20,34,40,6942,2085,359,25,10,4,1919,20,14,6
2020-12-15T12:22:00.804713,52.5467716667,13.372005, none, ne,0.0030431622116164,20,34,39,6999,2105,366,21,8,4,1919,20,14,5
2020-12-15T12:22:01.821949,52.5467433333,13.372003333299999, none, ne,0.0030431622116164,20,34,39,6999,2105,366,21,8,4,1919,20,14,5
2020-12-15T12:22:02.839640,52.5467133333,13.371991666700001, none, ne,0.0030431622116164,20,33,37,6930,2075,364,19,6,4,1919,20,13,4
2020-12-15T12:22:03.856442,52.546685,13.3719883333, none, ne,0.0030431622116164,20,33,37,6930,2075,364,19,6,4,1919,20,13,4
2020-12-15T12:22:04.873904,52.54665,13.3719816667, none, ne,0.0030431622116164,20,33,37,6960,2080,361,17,6,4,1919,20,13,4
2020-12-15T12:22:05.891620,52.54663000000001,13.3719783333, none, ne,0.0030431622116164,20,33,37,6960,2080,361,17,6,4,1919,20,13,4
2020-12-15T12:22:06.906540,52.5466233333,13.3719766667, none, ne,0.0030431622116164,20,31,34,6924,2058,356,13,4,2,1919,20,11,3
2020-12-15T12:22:08.922868,52.5466233333,13.371979999999999, none, n,0.0024655590579208,20,31,34,6924,2058,356,13,4,2,1919,20,11,3
2020-12-15T12:22:09.938431,52.546618333299996,13.3719783333, none, n,0.0024655590579208,21,30,30,6933,2060,341,4,0,0,1919,21,9,0
2020-12-15T12:22:10.953060,52.54662,13.371979999999999, none, n,0.0024655590579208,21,30,30,6933,2060,341,4,0,0,1919,21,9,0
2020-12-15T12:22:11.968951,52.5466466667,13.371996666700001, none, n,0.0024655590579208,21,31,31,6993,2077,356,4,0,0,1919,21,10,0
2020-12-15T12:22:12.983815,52.5466733333,13.3720183333, none, n,0.0024655590579208,21,31,31,6993,2077,356,4,0,0,1919,21,10,0
2020-12-15T12:22:13.999473,52.546661666700004,13.372015, none, n,0.0024655590579208,21,29,29,6739,2049,343,0,0,0,1919,21,8,0
2020-12-15T12:22:15.014251,52.5466066667,13.371985, none, n,0.0024655590579208,21,29,29,6739,2049,343,0,0,0,1919,21,8,0
2020-12-15T12:22:16.035472,52.54655,13.37195, none, n,0.0012003874919135,22,29,29,6993,2076,330,0,0,0,1919,22,7,0
2020-12-15T12:22:17.043763,52.5465116667,13.371929999999999, none, n,0.0012003874919135,22,29,29,6993,2076,330,0,0,0,1919,22,7,0
2020-12-15T12:22:18.066016,52.5465133333,13.3719316667, none, n,0.0012003874919135,22,28,28,6933,2059,322,0,0,0,1919,22,6,0
2020-12-15T12:22:19.091616,52.5465233333,13.3719383333, none, n,0.0012003874919135,22,28,28,6933,2059,322,0,0,0,1919,22,6,0
2020-12-15T12:22:20.116671,52.5465233333,13.3719366667, none, n,0.0012003874919135,22,28,28,6760,1916,320,0,0,0,1919,22,6,0
2020-12-15T12:22:21.129348,52.5465216667,13.3719333333, none, n,0.0012003874919135,22,28,28,6760,1916,320,0,0,0,1919,22,6,0
2020-12-15T12:22:22.155851,52.5465183333,13.3719283333, none, n,0.0012003874919135,21,28,28,6760,1908,310,2,0,0,1919,21,7,0
2020-12-15T12:22:23.178937,52.54651,13.3719283333, none, n,0.0012003874919135,21,28,28,6760,1908,310,2,0,0,1919,21,7,0
2020-12-15T12:22:24.191017,52.546505,13.371925, none, nw,0.0007546232015082401,21,29,29,6933,2048,315,2,0,0,1919,21,8,0
2020-12-15T12:22:25.216284,52.54649499999999,13.371920000000001, none, nw,0.0007546232015082401,21,29,29,6933,2048,315,2,0,0,1919,21,8,0
2020-12-15T12:22:26.232762,52.5464866667,13.371915, none, nw,0.0007546232015082401,21,29,29,6760,1901,318,6,0,0,1919,21,8,0
2020-12-15T12:22:27.249831,52.546481666700004,13.371908333299999, none, nw,0.0007546232015082401,21,29,29,6760,1901,318,6,0,0,1919,21,8,0
2020-12-15T12:22:28.267426,52.5464766667,13.371903333299999, none, nw,0.0007546232015082401,21,31,31,6930,2048,323,8,0,0,1919,21,10,0
2020-12-15T12:22:29.284090,52.5464716667,13.3719, none, nw,0.0007546232015082401,21,31,31,6930,2048,323,8,0,0,1919,21,10,0
